2014-12-05 19:00:15,254 - root - INFO - Training....
2014-12-05 19:00:15,346 - gensim.models.word2vec - INFO - collecting all words and their counts
2014-12-08 13:33:00,739 - gensim.models.word2vec - DEBUG - putting job #90 in the queue, qsize=2
2014-12-08 13:33:00,749 - gensim.models.word2vec - DEBUG - putting job #91 in the queue, qsize=2
2014-12-08 13:33:00,760 - gensim.models.word2vec - DEBUG - putting job #92 in the queue, qsize=2
2014-12-08 13:33:00,770 - gensim.models.word2vec - DEBUG - putting job #93 in the queue, qsize=2
2014-12-08 13:33:00,779 - gensim.models.word2vec - DEBUG - putting job #94 in the queue, qsize=2
2014-12-08 13:33:00,787 - gensim.models.word2vec - DEBUG - putting job #95 in the queue, qsize=2
2014-12-08 13:33:00,798 - gensim.models.word2vec - DEBUG - putting job #96 in the queue, qsize=2
2014-12-08 13:33:00,809 - gensim.models.word2vec - DEBUG - putting job #97 in the queue, qsize=2
2014-12-08 13:33:00,820 - gensim.models.word2vec - DEBUG - putting job #98 in the queue, qsize=2
2014-12-08 13:33:00,830 - gensim.models.word2vec - INFO - PROGRESS: at 6.31% words, alpha 0.02344, 160079 words/s
2014-12-08 13:33:00,833 - gensim.models.word2vec - DEBUG - putting job #99 in the queue, qsize=2
2014-12-08 13:33:00,843 - gensim.models.word2vec - DEBUG - putting job #100 in the queue, qsize=2
2014-12-08 13:33:00,854 - gensim.models.word2vec - DEBUG - putting job #101 in the queue, qsize=2
2014-12-08 13:33:00,865 - gensim.models.word2vec - DEBUG - putting job #102 in the queue, qsize=2
2014-12-08 13:33:00,879 - gensim.models.word2vec - DEBUG - putting job #103 in the queue, qsize=2
2014-12-08 13:33:00,889 - gensim.models.word2vec - DEBUG - putting job #104 in the queue, qsize=2
2014-12-08 13:33:00,898 - gensim.models.word2vec - DEBUG - putting job #105 in the queue, qsize=2
2014-12-08 13:33:00,908 - gensim.models.word2vec - DEBUG - putting job #106 in the queue, qsize=2
2014-12-08 13:33:00,918 - gensim.models.word2vec - DEBUG - putting job #107 in the queue, qsize=2
2014-12-08 13:33:00,929 - gensim.models.word2vec - DEBUG - putting job #108 in the queue, qsize=2
2014-12-08 13:33:00,939 - gensim.models.word2vec - DEBUG - putting job #109 in the queue, qsize=2
2014-12-08 13:33:00,948 - gensim.models.word2vec - DEBUG - putting job #110 in the queue, qsize=2
2014-12-08 13:33:00,958 - gensim.models.word2vec - DEBUG - putting job #111 in the queue, qsize=2
2014-12-08 13:33:00,968 - gensim.models.word2vec - DEBUG - putting job #112 in the queue, qsize=2
2014-12-08 13:33:00,978 - gensim.models.word2vec - DEBUG - putting job #113 in the queue, qsize=2
2014-12-08 13:33:00,988 - gensim.models.word2vec - DEBUG - putting job #114 in the queue, qsize=2
2014-12-08 13:33:00,999 - gensim.models.word2vec - DEBUG - putting job #115 in the queue, qsize=2
2014-12-08 13:33:01,008 - gensim.models.word2vec - DEBUG - putting job #116 in the queue, qsize=2
2014-12-08 13:33:01,019 - gensim.models.word2vec - DEBUG - putting job #117 in the queue, qsize=2
2014-12-08 13:33:01,030 - gensim.models.word2vec - DEBUG - putting job #118 in the queue, qsize=2
2014-12-08 13:33:01,039 - gensim.models.word2vec - DEBUG - putting job #119 in the queue, qsize=2
2014-12-08 13:33:01,050 - gensim.models.word2vec - DEBUG - putting job #120 in the queue, qsize=2
2014-12-08 13:33:01,060 - gensim.models.word2vec - DEBUG - putting job #121 in the queue, qsize=2
2014-12-08 13:33:01,070 - gensim.models.word2vec - DEBUG - putting job #122 in the queue, qsize=2
2014-12-08 13:33:01,082 - gensim.models.word2vec - DEBUG - putting job #123 in the queue, qsize=2
2014-12-08 13:33:01,094 - gensim.models.word2vec - DEBUG - putting job #124 in the queue, qsize=2
2014-12-08 13:33:01,106 - gensim.models.word2vec - DEBUG - putting job #125 in the queue, qsize=2
2014-12-08 13:33:01,117 - gensim.models.word2vec - DEBUG - putting job #126 in the queue, qsize=2
2014-12-08 13:33:01,127 - gensim.models.word2vec - DEBUG - putting job #127 in the queue, qsize=2
2014-12-08 13:33:01,139 - gensim.models.word2vec - DEBUG - putting job #128 in the queue, qsize=2
2014-12-08 13:33:01,150 - gensim.models.word2vec - DEBUG - putting job #129 in the queue, qsize=2
2014-12-08 13:33:01,161 - gensim.models.word2vec - DEBUG - putting job #130 in the queue, qsize=2
2014-12-08 13:33:01,169 - gensim.models.word2vec - DEBUG - putting job #131 in the queue, qsize=2
2014-12-08 13:33:01,179 - gensim.models.word2vec - DEBUG - putting job #132 in the queue, qsize=2
2014-12-08 13:33:01,189 - gensim.models.word2vec - DEBUG - putting job #133 in the queue, qsize=2
2014-12-08 13:33:01,200 - gensim.models.word2vec - DEBUG - putting job #134 in the queue, qsize=2
2014-12-08 13:33:01,211 - gensim.models.word2vec - DEBUG - putting job #135 in the queue, qsize=2
2014-12-08 13:33:01,222 - gensim.models.word2vec - DEBUG - putting job #136 in the queue, qsize=2
2014-12-08 13:33:01,231 - gensim.models.word2vec - DEBUG - putting job #137 in the queue, qsize=2
2014-12-08 13:33:01,241 - gensim.models.word2vec - DEBUG - putting job #138 in the queue, qsize=2
2014-12-08 13:33:01,252 - gensim.models.word2vec - DEBUG - putting job #139 in the queue, qsize=2
2014-12-08 13:33:01,262 - gensim.models.word2vec - DEBUG - putting job #140 in the queue, qsize=2
2014-12-08 13:33:01,274 - gensim.models.word2vec - DEBUG - putting job #141 in the queue, qsize=2
2014-12-08 13:33:01,284 - gensim.models.word2vec - DEBUG - putting job #142 in the queue, qsize=2
2014-12-08 13:33:01,295 - gensim.models.word2vec - DEBUG - putting job #143 in the queue, qsize=2
2014-12-08 13:33:01,305 - gensim.models.word2vec - DEBUG - putting job #144 in the queue, qsize=2
2014-12-08 13:33:01,317 - gensim.models.word2vec - DEBUG - putting job #145 in the queue, qsize=2
2014-12-08 13:33:01,326 - gensim.models.word2vec - DEBUG - putting job #146 in the queue, qsize=2
2014-12-08 13:33:01,336 - gensim.models.word2vec - DEBUG - putting job #147 in the queue, qsize=2
2014-12-08 13:33:01,349 - gensim.models.word2vec - DEBUG - putting job #148 in the queue, qsize=2
2014-12-08 13:33:01,360 - gensim.models.word2vec - DEBUG - putting job #149 in the queue, qsize=2
2014-12-08 13:33:01,371 - gensim.models.word2vec - DEBUG - putting job #150 in the queue, qsize=2
2014-12-08 13:33:01,384 - gensim.models.word2vec - DEBUG - putting job #151 in the queue, qsize=2
2014-12-08 13:33:01,396 - gensim.models.word2vec - DEBUG - putting job #152 in the queue, qsize=2
2014-12-08 13:33:01,407 - gensim.models.word2vec - DEBUG - putting job #153 in the queue, qsize=2
2014-12-08 13:33:01,419 - gensim.models.word2vec - DEBUG - putting job #154 in the queue, qsize=2
2014-12-08 13:33:01,430 - gensim.models.word2vec - DEBUG - putting job #155 in the queue, qsize=2
2014-12-08 13:33:01,442 - gensim.models.word2vec - DEBUG - putting job #156 in the queue, qsize=2
2014-12-08 13:33:01,453 - gensim.models.word2vec - DEBUG - putting job #157 in the queue, qsize=2
2014-12-08 13:33:01,465 - gensim.models.word2vec - DEBUG - putting job #158 in the queue, qsize=2
2014-12-08 13:33:01,475 - gensim.models.word2vec - DEBUG - putting job #159 in the queue, qsize=2
2014-12-08 13:33:01,487 - gensim.models.word2vec - DEBUG - putting job #160 in the queue, qsize=2
2014-12-08 13:33:01,499 - gensim.models.word2vec - DEBUG - putting job #161 in the queue, qsize=2
2014-12-08 13:33:01,510 - gensim.models.word2vec - DEBUG - putting job #162 in the queue, qsize=2
2014-12-08 13:33:01,521 - gensim.models.word2vec - DEBUG - putting job #163 in the queue, qsize=2
2014-12-08 13:33:01,532 - gensim.models.word2vec - DEBUG - putting job #164 in the queue, qsize=2
2014-12-08 13:33:01,544 - gensim.models.word2vec - DEBUG - putting job #165 in the queue, qsize=2
2014-12-08 13:33:01,556 - gensim.models.word2vec - DEBUG - putting job #166 in the queue, qsize=2
2014-12-08 13:33:01,568 - gensim.models.word2vec - DEBUG - putting job #167 in the queue, qsize=2
2014-12-08 13:33:01,578 - gensim.models.word2vec - DEBUG - putting job #168 in the queue, qsize=2
2014-12-08 13:33:01,588 - gensim.models.word2vec - DEBUG - putting job #169 in the queue, qsize=2
2014-12-08 13:33:01,600 - gensim.models.word2vec - DEBUG - putting job #170 in the queue, qsize=2
2014-12-08 13:33:01,612 - gensim.models.word2vec - DEBUG - putting job #171 in the queue, qsize=2
2014-12-08 13:33:01,622 - gensim.models.word2vec - DEBUG - putting job #172 in the queue, qsize=2
2014-12-08 13:33:01,634 - gensim.models.word2vec - DEBUG - putting job #173 in the queue, qsize=2
2014-12-08 13:33:01,645 - gensim.models.word2vec - DEBUG - putting job #174 in the queue, qsize=2
2014-12-08 13:33:01,657 - gensim.models.word2vec - DEBUG - putting job #175 in the queue, qsize=2
2014-12-08 13:33:01,668 - gensim.models.word2vec - DEBUG - putting job #176 in the queue, qsize=2
2014-12-08 13:33:01,679 - gensim.models.word2vec - DEBUG - putting job #177 in the queue, qsize=2
2014-12-08 13:33:01,690 - gensim.models.word2vec - DEBUG - putting job #178 in the queue, qsize=2
2014-12-08 13:33:01,702 - gensim.models.word2vec - DEBUG - putting job #179 in the queue, qsize=2
2014-12-08 13:33:01,712 - gensim.models.word2vec - DEBUG - putting job #180 in the queue, qsize=2
2014-12-08 13:33:01,723 - gensim.models.word2vec - DEBUG - putting job #181 in the queue, qsize=2
2014-12-08 13:33:01,736 - gensim.models.word2vec - DEBUG - putting job #182 in the queue, qsize=2
2014-12-08 13:33:01,746 - gensim.models.word2vec - DEBUG - putting job #183 in the queue, qsize=2
2014-12-08 13:33:01,755 - gensim.models.word2vec - DEBUG - putting job #184 in the queue, qsize=2
2014-12-08 13:33:01,768 - gensim.models.word2vec - DEBUG - putting job #185 in the queue, qsize=2
2014-12-08 13:33:01,778 - gensim.models.word2vec - DEBUG - putting job #186 in the queue, qsize=2
2014-12-08 13:33:01,789 - gensim.models.word2vec - DEBUG - putting job #187 in the queue, qsize=2
2014-12-08 13:33:01,802 - gensim.models.word2vec - DEBUG - putting job #188 in the queue, qsize=2
2014-12-08 13:33:01,814 - gensim.models.word2vec - DEBUG - putting job #189 in the queue, qsize=2
2014-12-08 13:33:01,823 - gensim.models.word2vec - DEBUG - putting job #190 in the queue, qsize=2
2014-12-08 13:33:01,833 - gensim.models.word2vec - INFO - PROGRESS: at 12.44% words, alpha 0.02191, 157977 words/s
2014-12-08 13:33:01,835 - gensim.models.word2vec - DEBUG - putting job #191 in the queue, qsize=2
2014-12-08 13:33:01,846 - gensim.models.word2vec - DEBUG - putting job #192 in the queue, qsize=2
2014-12-08 13:33:01,858 - gensim.models.word2vec - DEBUG - putting job #193 in the queue, qsize=2
2014-12-08 13:33:01,871 - gensim.models.word2vec - DEBUG - putting job #194 in the queue, qsize=2
2014-12-08 13:33:01,881 - gensim.models.word2vec - DEBUG - putting job #195 in the queue, qsize=2
2014-12-08 13:33:01,891 - gensim.models.word2vec - DEBUG - putting job #196 in the queue, qsize=2
2014-12-08 13:33:01,900 - gensim.models.word2vec - DEBUG - putting job #197 in the queue, qsize=2
2014-12-08 13:33:01,909 - gensim.models.word2vec - DEBUG - putting job #198 in the queue, qsize=2
2014-12-08 13:33:01,918 - gensim.models.word2vec - DEBUG - putting job #199 in the queue, qsize=2
2014-12-08 13:33:01,930 - gensim.models.word2vec - DEBUG - putting job #200 in the queue, qsize=2
2014-12-08 13:33:01,940 - gensim.models.word2vec - DEBUG - putting job #201 in the queue, qsize=2
2014-12-08 13:33:01,951 - gensim.models.word2vec - DEBUG - putting job #202 in the queue, qsize=2
2014-12-08 13:33:01,962 - gensim.models.word2vec - DEBUG - putting job #203 in the queue, qsize=2
2014-12-08 13:33:01,974 - gensim.models.word2vec - DEBUG - putting job #204 in the queue, qsize=2
2014-12-08 13:33:01,984 - gensim.models.word2vec - DEBUG - putting job #205 in the queue, qsize=2
2014-12-08 13:33:01,995 - gensim.models.word2vec - DEBUG - putting job #206 in the queue, qsize=2
2014-12-08 13:33:02,006 - gensim.models.word2vec - DEBUG - putting job #207 in the queue, qsize=2
2014-12-08 13:33:02,017 - gensim.models.word2vec - DEBUG - putting job #208 in the queue, qsize=2
2014-12-08 13:33:02,028 - gensim.models.word2vec - DEBUG - putting job #209 in the queue, qsize=2
2014-12-08 13:33:02,039 - gensim.models.word2vec - DEBUG - putting job #210 in the queue, qsize=2
2014-12-08 13:33:02,049 - gensim.models.word2vec - DEBUG - putting job #211 in the queue, qsize=2
2014-12-08 13:33:02,060 - gensim.models.word2vec - DEBUG - putting job #212 in the queue, qsize=2
2014-12-08 13:33:02,070 - gensim.models.word2vec - DEBUG - putting job #213 in the queue, qsize=2
2014-12-08 13:33:02,082 - gensim.models.word2vec - DEBUG - putting job #214 in the queue, qsize=2
2014-12-08 13:33:02,092 - gensim.models.word2vec - DEBUG - putting job #215 in the queue, qsize=2
2014-12-08 13:33:02,104 - gensim.models.word2vec - DEBUG - putting job #216 in the queue, qsize=2
2014-12-08 13:33:02,116 - gensim.models.word2vec - DEBUG - putting job #217 in the queue, qsize=2
2014-12-08 13:33:02,127 - gensim.models.word2vec - DEBUG - putting job #218 in the queue, qsize=2
2014-12-08 13:33:02,139 - gensim.models.word2vec - DEBUG - putting job #219 in the queue, qsize=2
2014-12-08 13:33:02,150 - gensim.models.word2vec - DEBUG - putting job #220 in the queue, qsize=2
2014-12-08 13:33:02,162 - gensim.models.word2vec - DEBUG - putting job #221 in the queue, qsize=2
2014-12-08 13:33:02,173 - gensim.models.word2vec - DEBUG - putting job #222 in the queue, qsize=2
2014-12-08 13:33:02,183 - gensim.models.word2vec - DEBUG - putting job #223 in the queue, qsize=2
2014-12-08 13:33:02,193 - gensim.models.word2vec - DEBUG - putting job #224 in the queue, qsize=2
2014-12-08 13:33:02,205 - gensim.models.word2vec - DEBUG - putting job #225 in the queue, qsize=2
2014-12-08 13:33:02,216 - gensim.models.word2vec - DEBUG - putting job #226 in the queue, qsize=2
2014-12-08 13:33:02,227 - gensim.models.word2vec - DEBUG - putting job #227 in the queue, qsize=2
2014-12-08 13:33:02,237 - gensim.models.word2vec - DEBUG - putting job #228 in the queue, qsize=2
2014-12-08 13:33:02,249 - gensim.models.word2vec - DEBUG - putting job #229 in the queue, qsize=2
2014-12-08 13:33:02,261 - gensim.models.word2vec - DEBUG - putting job #230 in the queue, qsize=2
2014-12-08 13:33:02,272 - gensim.models.word2vec - DEBUG - putting job #231 in the queue, qsize=2
2014-12-08 13:33:02,283 - gensim.models.word2vec - DEBUG - putting job #232 in the queue, qsize=2
2014-12-08 13:33:02,294 - gensim.models.word2vec - DEBUG - putting job #233 in the queue, qsize=2
2014-12-08 13:33:02,305 - gensim.models.word2vec - DEBUG - putting job #234 in the queue, qsize=2
2014-12-08 13:33:02,315 - gensim.models.word2vec - DEBUG - putting job #235 in the queue, qsize=2
2014-12-08 13:33:02,326 - gensim.models.word2vec - DEBUG - putting job #236 in the queue, qsize=2
2014-12-08 13:33:02,338 - gensim.models.word2vec - DEBUG - putting job #237 in the queue, qsize=2
2014-12-08 13:33:02,350 - gensim.models.word2vec - DEBUG - putting job #238 in the queue, qsize=2
2014-12-08 13:33:02,362 - gensim.models.word2vec - DEBUG - putting job #239 in the queue, qsize=2
2014-12-08 13:33:02,371 - gensim.models.word2vec - DEBUG - putting job #240 in the queue, qsize=2
2014-12-08 13:33:02,382 - gensim.models.word2vec - DEBUG - putting job #241 in the queue, qsize=2
2014-12-08 13:33:02,393 - gensim.models.word2vec - DEBUG - putting job #242 in the queue, qsize=2
2014-12-08 13:33:02,407 - gensim.models.word2vec - DEBUG - putting job #243 in the queue, qsize=2
2014-12-08 13:33:02,419 - gensim.models.word2vec - DEBUG - putting job #244 in the queue, qsize=2
2014-12-08 13:33:02,431 - gensim.models.word2vec - DEBUG - putting job #245 in the queue, qsize=2
2014-12-08 13:33:02,441 - gensim.models.word2vec - DEBUG - putting job #246 in the queue, qsize=2
2014-12-08 13:33:02,452 - gensim.models.word2vec - DEBUG - putting job #247 in the queue, qsize=2
2014-12-08 13:33:02,469 - gensim.models.word2vec - DEBUG - putting job #248 in the queue, qsize=2
2014-12-08 13:33:02,479 - gensim.models.word2vec - DEBUG - putting job #249 in the queue, qsize=2
2014-12-08 13:33:02,489 - gensim.models.word2vec - DEBUG - putting job #250 in the queue, qsize=2
2014-12-08 13:33:02,503 - gensim.models.word2vec - DEBUG - putting job #251 in the queue, qsize=2
2014-12-08 13:33:02,513 - gensim.models.word2vec - DEBUG - putting job #252 in the queue, qsize=2
2014-12-08 13:33:02,524 - gensim.models.word2vec - DEBUG - putting job #253 in the queue, qsize=2
2014-12-08 13:33:02,535 - gensim.models.word2vec - DEBUG - putting job #254 in the queue, qsize=2
2014-12-08 13:33:02,546 - gensim.models.word2vec - DEBUG - putting job #255 in the queue, qsize=2
2014-12-08 13:33:02,556 - gensim.models.word2vec - DEBUG - putting job #256 in the queue, qsize=2
2014-12-08 13:33:02,568 - gensim.models.word2vec - DEBUG - putting job #257 in the queue, qsize=2
2014-12-08 13:33:02,578 - gensim.models.word2vec - DEBUG - putting job #258 in the queue, qsize=2
2014-12-08 13:33:02,589 - gensim.models.word2vec - DEBUG - putting job #259 in the queue, qsize=2
2014-12-08 13:33:02,600 - gensim.models.word2vec - DEBUG - putting job #260 in the queue, qsize=2
2014-12-08 13:33:02,611 - gensim.models.word2vec - DEBUG - putting job #261 in the queue, qsize=2
2014-12-08 13:33:02,623 - gensim.models.word2vec - DEBUG - putting job #262 in the queue, qsize=2
2014-12-08 13:33:02,634 - gensim.models.word2vec - DEBUG - putting job #263 in the queue, qsize=2
2014-12-08 13:33:02,647 - gensim.models.word2vec - DEBUG - putting job #264 in the queue, qsize=2
2014-12-08 13:33:02,656 - gensim.models.word2vec - DEBUG - putting job #265 in the queue, qsize=2
2014-12-08 13:33:02,668 - gensim.models.word2vec - DEBUG - putting job #266 in the queue, qsize=2
2014-12-08 13:33:02,679 - gensim.models.word2vec - DEBUG - putting job #267 in the queue, qsize=2
2014-12-08 13:33:02,693 - gensim.models.word2vec - DEBUG - putting job #268 in the queue, qsize=2
2014-12-08 13:33:02,704 - gensim.models.word2vec - DEBUG - putting job #269 in the queue, qsize=2
2014-12-08 13:33:02,715 - gensim.models.word2vec - DEBUG - putting job #270 in the queue, qsize=2
2014-12-08 13:33:02,727 - gensim.models.word2vec - DEBUG - putting job #271 in the queue, qsize=2
2014-12-08 13:33:02,737 - gensim.models.word2vec - DEBUG - putting job #272 in the queue, qsize=2
2014-12-08 13:33:02,749 - gensim.models.word2vec - DEBUG - putting job #273 in the queue, qsize=2
2014-12-08 13:33:02,760 - gensim.models.word2vec - DEBUG - putting job #274 in the queue, qsize=2
2014-12-08 13:33:02,770 - gensim.models.word2vec - DEBUG - putting job #275 in the queue, qsize=2
2014-12-08 13:33:02,781 - gensim.models.word2vec - DEBUG - putting job #276 in the queue, qsize=2
2014-12-08 13:33:02,792 - gensim.models.word2vec - DEBUG - putting job #277 in the queue, qsize=2
2014-12-08 13:33:02,804 - gensim.models.word2vec - DEBUG - putting job #278 in the queue, qsize=2
2014-12-08 13:33:02,816 - gensim.models.word2vec - DEBUG - putting job #279 in the queue, qsize=2
2014-12-08 13:33:02,826 - gensim.models.word2vec - DEBUG - putting job #280 in the queue, qsize=2
2014-12-08 13:33:02,837 - gensim.models.word2vec - INFO - PROGRESS: at 18.43% words, alpha 0.02041, 156021 words/s
2014-12-08 13:33:02,838 - gensim.models.word2vec - DEBUG - putting job #281 in the queue, qsize=2
2014-12-08 13:33:02,847 - gensim.models.word2vec - DEBUG - putting job #282 in the queue, qsize=2
2014-12-08 13:33:02,855 - gensim.models.word2vec - DEBUG - putting job #283 in the queue, qsize=2
2014-12-08 13:33:02,864 - gensim.models.word2vec - DEBUG - putting job #284 in the queue, qsize=2
2014-12-08 13:33:02,874 - gensim.models.word2vec - DEBUG - putting job #285 in the queue, qsize=2
2014-12-08 13:33:02,882 - gensim.models.word2vec - DEBUG - putting job #286 in the queue, qsize=2
2014-12-08 13:33:02,892 - gensim.models.word2vec - DEBUG - putting job #287 in the queue, qsize=2
2014-12-08 13:33:02,901 - gensim.models.word2vec - DEBUG - putting job #288 in the queue, qsize=2
2014-12-08 13:33:02,911 - gensim.models.word2vec - DEBUG - putting job #289 in the queue, qsize=2
2014-12-08 13:33:02,921 - gensim.models.word2vec - DEBUG - putting job #290 in the queue, qsize=2
2014-12-08 13:33:02,931 - gensim.models.word2vec - DEBUG - putting job #291 in the queue, qsize=2
2014-12-08 13:33:02,941 - gensim.models.word2vec - DEBUG - putting job #292 in the queue, qsize=2
2014-12-08 13:33:02,951 - gensim.models.word2vec - DEBUG - putting job #293 in the queue, qsize=2
2014-12-08 13:33:02,960 - gensim.models.word2vec - DEBUG - putting job #294 in the queue, qsize=2
2014-12-08 13:33:02,972 - gensim.models.word2vec - DEBUG - putting job #295 in the queue, qsize=2
2014-12-08 13:33:02,984 - gensim.models.word2vec - DEBUG - putting job #296 in the queue, qsize=2
2014-12-08 13:33:02,994 - gensim.models.word2vec - DEBUG - putting job #297 in the queue, qsize=2
2014-12-08 13:33:03,004 - gensim.models.word2vec - DEBUG - putting job #298 in the queue, qsize=2
2014-12-08 13:33:03,014 - gensim.models.word2vec - DEBUG - putting job #299 in the queue, qsize=2
2014-12-08 13:33:03,024 - gensim.models.word2vec - DEBUG - putting job #300 in the queue, qsize=2
2014-12-08 13:33:03,034 - gensim.models.word2vec - DEBUG - putting job #301 in the queue, qsize=2
2014-12-08 13:33:03,045 - gensim.models.word2vec - DEBUG - putting job #302 in the queue, qsize=2
2014-12-08 13:33:03,055 - gensim.models.word2vec - DEBUG - putting job #303 in the queue, qsize=2
2014-12-08 13:33:03,066 - gensim.models.word2vec - DEBUG - putting job #304 in the queue, qsize=2
2014-12-08 13:33:03,076 - gensim.models.word2vec - DEBUG - putting job #305 in the queue, qsize=2
2014-12-08 13:33:03,086 - gensim.models.word2vec - DEBUG - putting job #306 in the queue, qsize=2
2014-12-08 13:33:03,095 - gensim.models.word2vec - DEBUG - putting job #307 in the queue, qsize=2
2014-12-08 13:33:03,107 - gensim.models.word2vec - DEBUG - putting job #308 in the queue, qsize=2
2014-12-08 13:33:03,117 - gensim.models.word2vec - DEBUG - putting job #309 in the queue, qsize=2
2014-12-08 13:33:03,128 - gensim.models.word2vec - DEBUG - putting job #310 in the queue, qsize=2
2014-12-08 13:33:03,138 - gensim.models.word2vec - DEBUG - putting job #311 in the queue, qsize=2
2014-12-08 13:33:03,148 - gensim.models.word2vec - DEBUG - putting job #312 in the queue, qsize=2
2014-12-08 13:33:03,158 - gensim.models.word2vec - DEBUG - putting job #313 in the queue, qsize=2
2014-12-08 13:33:03,167 - gensim.models.word2vec - DEBUG - putting job #314 in the queue, qsize=2
2014-12-08 13:33:03,180 - gensim.models.word2vec - DEBUG - putting job #315 in the queue, qsize=2
2014-12-08 13:33:03,191 - gensim.models.word2vec - DEBUG - putting job #316 in the queue, qsize=2
2014-12-08 13:33:03,202 - gensim.models.word2vec - DEBUG - putting job #317 in the queue, qsize=2
2014-12-08 13:33:03,216 - gensim.models.word2vec - DEBUG - putting job #318 in the queue, qsize=2
2014-12-08 13:33:03,227 - gensim.models.word2vec - DEBUG - putting job #319 in the queue, qsize=2
2014-12-08 13:33:03,237 - gensim.models.word2vec - DEBUG - putting job #320 in the queue, qsize=2
2014-12-08 13:33:03,248 - gensim.models.word2vec - DEBUG - putting job #321 in the queue, qsize=2
2014-12-08 13:33:03,259 - gensim.models.word2vec - DEBUG - putting job #322 in the queue, qsize=2
2014-12-08 13:33:03,271 - gensim.models.word2vec - DEBUG - putting job #323 in the queue, qsize=2
2014-12-08 13:33:03,281 - gensim.models.word2vec - DEBUG - putting job #324 in the queue, qsize=2
2014-12-08 13:33:03,291 - gensim.models.word2vec - DEBUG - putting job #325 in the queue, qsize=2
2014-12-08 13:33:03,305 - gensim.models.word2vec - DEBUG - putting job #326 in the queue, qsize=2
2014-12-08 13:33:03,315 - gensim.models.word2vec - DEBUG - putting job #327 in the queue, qsize=2
2014-12-08 13:33:03,328 - gensim.models.word2vec - DEBUG - putting job #328 in the queue, qsize=2
2014-12-08 13:33:03,339 - gensim.models.word2vec - DEBUG - putting job #329 in the queue, qsize=2
2014-12-08 13:33:03,350 - gensim.models.word2vec - DEBUG - putting job #330 in the queue, qsize=2
2014-12-08 13:33:03,362 - gensim.models.word2vec - DEBUG - putting job #331 in the queue, qsize=2
2014-12-08 13:33:03,372 - gensim.models.word2vec - DEBUG - putting job #332 in the queue, qsize=2
2014-12-08 13:33:03,384 - gensim.models.word2vec - DEBUG - putting job #333 in the queue, qsize=2
2014-12-08 13:33:03,395 - gensim.models.word2vec - DEBUG - putting job #334 in the queue, qsize=2
2014-12-08 13:33:03,405 - gensim.models.word2vec - DEBUG - putting job #335 in the queue, qsize=2
2014-12-08 13:33:03,415 - gensim.models.word2vec - DEBUG - putting job #336 in the queue, qsize=2
2014-12-08 13:33:03,426 - gensim.models.word2vec - DEBUG - putting job #337 in the queue, qsize=2
2014-12-08 13:33:03,437 - gensim.models.word2vec - DEBUG - putting job #338 in the queue, qsize=2
2014-12-08 13:33:03,448 - gensim.models.word2vec - DEBUG - putting job #339 in the queue, qsize=2
2014-12-08 13:33:03,460 - gensim.models.word2vec - DEBUG - putting job #340 in the queue, qsize=2
2014-12-08 13:33:03,470 - gensim.models.word2vec - DEBUG - putting job #341 in the queue, qsize=2
2014-12-08 13:33:03,481 - gensim.models.word2vec - DEBUG - putting job #342 in the queue, qsize=2
2014-12-08 13:33:03,493 - gensim.models.word2vec - DEBUG - putting job #343 in the queue, qsize=2
2014-12-08 13:33:03,502 - gensim.models.word2vec - DEBUG - putting job #344 in the queue, qsize=2
2014-12-08 13:33:03,512 - gensim.models.word2vec - DEBUG - putting job #345 in the queue, qsize=2
2014-12-08 13:33:03,523 - gensim.models.word2vec - DEBUG - putting job #346 in the queue, qsize=2
2014-12-08 13:33:03,534 - gensim.models.word2vec - DEBUG - putting job #347 in the queue, qsize=2
2014-12-08 13:33:03,546 - gensim.models.word2vec - DEBUG - putting job #348 in the queue, qsize=2
2014-12-08 13:33:03,557 - gensim.models.word2vec - DEBUG - putting job #349 in the queue, qsize=2
2014-12-08 13:33:03,567 - gensim.models.word2vec - DEBUG - putting job #350 in the queue, qsize=2
2014-12-08 13:33:03,580 - gensim.models.word2vec - DEBUG - putting job #351 in the queue, qsize=2
2014-12-08 13:33:03,592 - gensim.models.word2vec - DEBUG - putting job #352 in the queue, qsize=2
2014-12-08 13:33:03,604 - gensim.models.word2vec - DEBUG - putting job #353 in the queue, qsize=2
2014-12-08 13:33:03,615 - gensim.models.word2vec - DEBUG - putting job #354 in the queue, qsize=2
2014-12-08 13:33:03,627 - gensim.models.word2vec - DEBUG - putting job #355 in the queue, qsize=2
2014-12-08 13:33:03,644 - gensim.models.word2vec - DEBUG - putting job #356 in the queue, qsize=2
2014-12-08 13:33:03,654 - gensim.models.word2vec - DEBUG - putting job #357 in the queue, qsize=2
2014-12-08 13:33:03,667 - gensim.models.word2vec - DEBUG - putting job #358 in the queue, qsize=2
2014-12-08 13:33:03,677 - gensim.models.word2vec - DEBUG - putting job #359 in the queue, qsize=2
2014-12-08 13:33:03,689 - gensim.models.word2vec - DEBUG - putting job #360 in the queue, qsize=2
2014-12-08 13:33:03,700 - gensim.models.word2vec - DEBUG - putting job #361 in the queue, qsize=2
2014-12-08 13:33:03,717 - gensim.models.word2vec - DEBUG - putting job #362 in the queue, qsize=2
2014-12-08 13:33:03,727 - gensim.models.word2vec - DEBUG - putting job #363 in the queue, qsize=2
